datetime,id_departamento,departamento,id_municipio,municipio,accesos
2017/03,47,MAGDALENA,47170,CHIVOLO,16
2017/03,47,MAGDALENA,47798,TENERIFE,16
2017/03,54,NORTE DE SANTANDER,54344,HACARÍ,16
2017/03,70,SUCRE,70233,EL ROBLE,16
2017/03,8,ATLÁNTICO,8137,CAMPO DE LA CRUZ,15
2017/03,19,CAUCA,19785,SUCRE,15
2017/03,20,CESAR,20550,PELAYA,15
2017/03,47,MAGDALENA,47268,EL RETÉN,15
2017/03,70,SUCRE,70124,CAIMITO,15
2017/03,41,HUILA,41660,SALADOBLANCO,14
2017/03,47,MAGDALENA,47570,PUEBLOVIEJO,14
2017/03,52,NARIÑO,52540,POLICARPA,14
2017/03,23,CÓRDOBA,23682,SAN JOSÉ DE URÉ,13
2017/03,27,CHOCÓ,27135,EL CANTÓN DEL SAN PABLO,13
2017/03,27,CHOCÓ,27810,UNIÓN PANAMERICANA,13
2017/03,41,HUILA,41244,ELÍAS,13
2017/03,47,MAGDALENA,47460,NUEVA GRANADA,13
2017/03,47,MAGDALENA,47541,PEDRAZA,13
2017/03,94,GUAINÍA,94886,CACAHUAL,13
2017/03,95,GUAVIARE,95200,MIRAFLORES,13
2017/03,99,VICHADA,99624,SANTA ROSALÍA,13
2017/03,18,CAQUETA,18756,SOLANO,12
2017/03,20,CESAR,20443,MANAURE,12
2017/03,47,MAGDALENA,47605,REMOLINO,12
2017/03,47,MAGDALENA,47720,SANTA BÁRBARA DE PINTO,12
2017/03,47,MAGDALENA,47745,SITIONUEVO,12
2017/03,52,NARIÑO,52427,MAGÜI,12
2017/03,52,NARIÑO,52473,MOSQUERA,12
2017/03,70,SUCRE,70717,SAN PEDRO,12
2017/03,81,ARAUCA,81300,FORTUL,12
2017/03,8,ATLÁNTICO,8558,POLONUEVO,11
2017/03,18,CAQUETA,18785,SOLITA,11
2017/03,52,NARIÑO,52490,OLAYA HERRERA,11
2017/03,8,ATLÁNTICO,8560,PONEDERA,10
2017/03,8,ATLÁNTICO,8832,TUBARÁ,10
2017/03,27,CHOCÓ,27372,JURADÓ,10
2017/03,44,LA GUAJIRA,44110,EL MOLINO,10
2017/03,47,MAGDALENA,47703,SAN ZENÓN,10
2017/03,8,ATLÁNTICO,8141,CANDELARIA,9
2017/03,8,ATLÁNTICO,8436,MANATÍ,9
2017/03,15,BOYACÁ,15223,CUBARÁ,9
2017/03,47,MAGDALENA,47205,CONCORDIA,9
2017/03,47,MAGDALENA,47545,PIJIÑO DEL CARMEN,9
2017/03,50,META,50325,MAPIRIPÁN,9
2017/03,52,NARIÑO,52250,EL CHARCO,9
2017/03,52,NARIÑO,52390,LA TOLA,9
2017/03,70,SUCRE,70110,BUENAVISTA,9
2017/03,18,CAQUETA,18860,VALPARAÍSO,8
2017/03,19,CAUCA,19760,SOTARÁ PAISPAMBA,8
2017/03,19,CAUCA,19809,TIMBIQUÍ,8
2017/03,27,CHOCÓ,27160,CÉRTEGUI,8
2017/03,44,LA GUAJIRA,44420,LA JAGUA DEL PILAR,8
2017/03,47,MAGDALENA,47161,CERRO SAN ANTONIO,8
2017/03,8,ATLÁNTICO,8675,SANTA LUCÍA,7
2017/03,8,ATLÁNTICO,8849,USIACURÍ,7
2017/03,47,MAGDALENA,47960,ZAPAYÁN,7
2017/03,52,NARIÑO,52621,ROBERTO PAYÁN,7
2017/03,70,SUCRE,70230,CHALÁN,7
2017/03,91,AMAZONAS,91540,PUERTO NARIÑO,7
2017/03,13,BOLÍVAR,13490,NOROSÍ,6
2017/03,19,CAUCA,19290,FLORENCIA,6
2017/03,52,NARIÑO,52256,EL ROSARIO,6
2017/03,52,NARIÑO,52520,FRANCISCO PIZARRO,6
2017/03,81,ARAUCA,81591,PUERTO RONDÓN,6
2017/03,8,ATLÁNTICO,8549,PIOJÓ,5
2017/03,18,CAQUETA,18479,MORELIA,5
2017/03,97,VAUPÉS,97161,CARURU,5
2017/03,19,CAUCA,19300,GUACHENÉ,4
2017/03,52,NARIÑO,52418,LOS ANDES,4
2017/03,97,VAUPÉS,97666,TARAIRA,4
2017/03,52,NARIÑO,52233,CUMBITARA,3
2017/03,52,NARIÑO,52405,LEIVA,3
2017/03,27,CHOCÓ,27086,BELEN DE BAJIRA,2
2017/03,52,NARIÑO,52385,LA LLANADA,2
2017/03,52,NARIÑO,52696,SANTA BÁRBARA,2
2017/03,91,AMAZONAS,91405,LA CHORRERA,1
2017/03,94,GUAINÍA,94343,BARRANCOMINAS,1
2017/04,11,BOGOTÁ D.C.,11001,"BOGOTÁ, D.C.",1818094
2017/04,5,ANTIOQUIA,5001,MEDELLÍN,569520
2017/04,76,VALLE DEL CAUCA,76001,CALI,454577
2017/04,8,ATLÁNTICO,8001,BARRANQUILLA,221576
2017/04,68,SANTANDER,68001,BUCARAMANGA,145787
2017/04,13,BOLÍVAR,13001,CARTAGENA,142665
2017/04,73,TOLIMA,73001,IBAGUÉ,103231
2017/04,5,ANTIOQUIA,5088,BELLO,97794
2017/04,54,NORTE DE SANTANDER,54001,SAN JOSÉ DE CÚCUTA,91338
2017/04,66,RISARALDA,66001,PEREIRA,90480
2017/04,25,CUNDINAMARCA,25754,SOACHA,89670
2017/04,50,META,50001,VILLAVICENCIO,84309
2017/04,17,CALDAS,17001,MANIZALES,81795
2017/04,8,ATLÁNTICO,8758,SOLEDAD,74951
2017/04,47,MAGDALENA,47001,SANTA MARTA,73391
2017/04,52,NARIÑO,52001,PASTO,71795
2017/04,41,HUILA,41001,NEIVA,70122
2017/04,68,SANTANDER,68276,FLORIDABLANCA,67738
2017/04,5,ANTIOQUIA,5266,ENVIGADO,67418
2017/04,63,QUINDÍO,63001,ARMENIA,66592
2017/04,5,ANTIOQUIA,5360,ITAGUI,63417
2017/04,20,CESAR,20001,VALLEDUPAR,61050
2017/04,76,VALLE DEL CAUCA,76520,PALMIRA,57283
2017/04,19,CAUCA,19001,POPAYÁN,50442
2017/04,23,CÓRDOBA,23001,MONTERÍA,47503
2017/04,66,RISARALDA,66170,DOSQUEBRADAS,41741
2017/04,15,BOYACÁ,15001,TUNJA,35716
2017/04,70,SUCRE,70001,SINCELEJO,33759
2017/04,76,VALLE DEL CAUCA,76834,TULUÁ,33271
2017/04,25,CUNDINAMARCA,25175,CHÍA,32617
2017/04,68,SANTANDER,68081,BARRANCABERMEJA,32219
2017/04,5,ANTIOQUIA,5615,RIONEGRO,29597
2017/04,5,ANTIOQUIA,5631,SABANETA,28486
2017/04,68,SANTANDER,68307,GIRÓN,27624
2017/04,68,SANTANDER,68547,PIEDECUESTA,26482
2017/04,76,VALLE DEL CAUCA,76109,BUENAVENTURA,25468
2017/04,25,CUNDINAMARCA,25473,MOSQUERA,24980
2017/04,76,VALLE DEL CAUCA,76364,JAMUNDÍ,24805
2017/04,25,CUNDINAMARCA,25290,FUSAGASUGÁ,24448
2017/04,85,CASANARE,85001,YOPAL,21737
2017/04,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,21001
2017/04,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,20687
2017/04,15,BOYACÁ,15238,DUITAMA,19815
2017/04,15,BOYACÁ,15759,SOGAMOSO,18958
2017/04,25,CUNDINAMARCA,25286,FUNZA,18414
2017/04,18,CAQUETA,18001,FLORENCIA,17954
2017/04,25,CUNDINAMARCA,25307,GIRARDOT,17839
2017/04,25,CUNDINAMARCA,25430,MADRID,17193
2017/04,44,LA GUAJIRA,44001,RIOHACHA,17104
2017/04,5,ANTIOQUIA,5212,COPACABANA,16700
2017/04,25,CUNDINAMARCA,25126,CAJICÁ,16508
2017/04,5,ANTIOQUIA,5129,CALDAS,16338
2017/04,25,CUNDINAMARCA,25269,FACATATIVÁ,16206
2017/04,76,VALLE DEL CAUCA,76147,CARTAGO,16196
2017/04,76,VALLE DEL CAUCA,76892,YUMBO,15549
2017/04,5,ANTIOQUIA,5045,APARTADÓ,15547
2017/04,5,ANTIOQUIA,5380,LA ESTRELLA,15094
2017/04,27,CHOCÓ,27001,QUIBDÓ,14797
2017/04,8,ATLÁNTICO,8433,MALAMBO,12003
2017/04,41,HUILA,41551,PITALITO,11682
2017/04,5,ANTIOQUIA,5376,LA CEJA,11180
2017/04,54,NORTE DE SANTANDER,54405,LOS PATIOS,10853
2017/04,66,RISARALDA,66682,SANTA ROSA DE CABAL,10432
2017/04,17,CALDAS,17873,VILLAMARÍA,9853
2017/04,5,ANTIOQUIA,5837,TURBO,9372
2017/04,5,ANTIOQUIA,5154,CAUCASIA,9214
2017/04,50,META,50006,ACACÍAS,8985
2017/04,73,TOLIMA,73268,ESPINAL,8985
2017/04,54,NORTE DE SANTANDER,54498,OCAÑA,8812
2017/04,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,8517
2017/04,63,QUINDÍO,63130,CALARCA,8497
2017/04,44,LA GUAJIRA,44430,MAICAO,8495
2017/04,68,SANTANDER,68679,SAN GIL,8294
2017/04,20,CESAR,20011,AGUACHICA,8211
2017/04,13,BOLÍVAR,13430,MAGANGUÉ,7829
2017/04,17,CALDAS,17380,LA DORADA,7758
2017/04,13,BOLÍVAR,13836,TURBACO,7688
2017/04,76,VALLE DEL CAUCA,76130,CANDELARIA,7649
2017/04,19,CAUCA,19698,SANTANDER DE QUILICHAO,7564
2017/04,52,NARIÑO,52356,IPIALES,7441
2017/04,5,ANTIOQUIA,5440,MARINILLA,7188
2017/04,5,ANTIOQUIA,5308,GIRARDOTA,7051
2017/04,25,CUNDINAMARCA,25214,COTA,6767
2017/04,5,ANTIOQUIA,5318,GUARNE,6536
2017/04,17,CALDAS,17174,CHINCHINÁ,6304
2017/04,81,ARAUCA,81001,ARAUCA,6279
2017/04,15,BOYACÁ,15572,PUERTO BOYACÁ,6137
2017/04,25,CUNDINAMARCA,25377,LA CALERA,5999
2017/04,54,NORTE DE SANTANDER,54518,PAMPLONA,5974
2017/04,47,MAGDALENA,47189,CIÉNAGA,5920
2017/04,23,CÓRDOBA,23162,CERETÉ,5666
2017/04,23,CÓRDOBA,23660,SAHAGÚN,5373
2017/04,50,META,50313,GRANADA,5334
2017/04,5,ANTIOQUIA,5148,EL CARMEN DE VIBORAL,5271
2017/04,70,SUCRE,70215,COROZAL,5255
2017/04,5,ANTIOQUIA,5172,CHIGORODÓ,5161
2017/04,8,ATLÁNTICO,8573,PUERTO COLOMBIA,5084
2017/04,5,ANTIOQUIA,5736,SEGOVIA,5011
2017/04,5,ANTIOQUIA,5607,RETIRO,4982
2017/04,23,CÓRDOBA,23417,LORICA,4930
2017/04,5,ANTIOQUIA,5079,BARBOSA,4794
2017/04,86,PUTUMAYO,86568,PUERTO ASÍS,4759
2017/04,76,VALLE DEL CAUCA,76895,ZARZAL,4723
2017/04,25,CUNDINAMARCA,25817,TOCANCIPÁ,4673
2017/04,41,HUILA,41298,GARZÓN,4667
2017/04,5,ANTIOQUIA,5147,CAREPA,4501
2017/04,23,CÓRDOBA,23466,MONTELÍBANO,4485
2017/04,73,TOLIMA,73449,MELGAR,4460
2017/04,76,VALLE DEL CAUCA,76248,EL CERRITO,4425
2017/04,5,ANTIOQUIA,5887,YARUMAL,4295
2017/04,15,BOYACÁ,15176,CHIQUINQUIRÁ,4248
2017/04,88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,4100
2017/04,86,PUTUMAYO,86001,MOCOA,4003
2017/04,76,VALLE DEL CAUCA,76622,ROLDANILLO,3902
2017/04,5,ANTIOQUIA,5579,PUERTO BERRÍO,3849
2017/04,8,ATLÁNTICO,8296,GALAPA,3742
2017/04,25,CUNDINAMARCA,25740,SIBATÉ,3727
2017/04,76,VALLE DEL CAUCA,76845,ULLOA,3700
2017/04,23,CÓRDOBA,23555,PLANETA RICA,3681
2017/04,5,ANTIOQUIA,5686,SANTA ROSA DE OSOS,3598
2017/04,25,CUNDINAMARCA,25758,SOPÓ,3530
2017/04,76,VALLE DEL CAUCA,76736,SEVILLA,3465
2017/04,52,NARIÑO,52835,TUMACO - SAN ANDRES DE TUMACO,3441
2017/04,63,QUINDÍO,63190,CIRCASIA,3439
2017/04,19,CAUCA,19573,PUERTO TEJADA,3409
2017/04,20,CESAR,20013,AGUSTÍN CODAZZI,3315
2017/04,66,RISARALDA,66400,LA VIRGINIA,3301
2017/04,73,TOLIMA,73168,CHAPARRAL,3262
2017/04,47,MAGDALENA,47288,FUNDACIÓN,3237
2017/04,8,ATLÁNTICO,8638,SABANALARGA,3211
2017/04,5,ANTIOQUIA,5697,EL SANTUARIO,3121
2017/04,68,SANTANDER,68755,SOCORRO,3056
2017/04,5,ANTIOQUIA,5250,EL BAGRE,3052
2017/04,15,BOYACÁ,15516,PAIPA,2982
2017/04,5,ANTIOQUIA,5042,SANTAFÉ DE ANTIOQUIA,2967
2017/04,63,QUINDÍO,63470,MONTENEGRO,2927
2017/04,76,VALLE DEL CAUCA,76275,FLORIDA,2909
2017/04,8,ATLÁNTICO,8078,BARANOA,2890
2017/04,76,VALLE DEL CAUCA,76563,PRADERA,2875
2017/04,5,ANTIOQUIA,5034,ANDES,2855
2017/04,13,BOLÍVAR,13244,EL CARMEN DE BOLÍVAR,2817
2017/04,63,QUINDÍO,63594,QUIMBAYA,2802
2017/04,76,VALLE DEL CAUCA,76122,CAICEDONIA,2695
2017/04,5,ANTIOQUIA,5030,AMAGÁ,2668
2017/04,5,ANTIOQUIA,5664,SAN PEDRO DE LOS MILAGROS,2667
2017/04,25,CUNDINAMARCA,25843,VILLA DE SAN DIEGO DE UBATE,2658
2017/04,73,TOLIMA,73275,FLANDES,2653
2017/04,73,TOLIMA,73443,MARIQUITA - SAN SEBASTIÁN DE MARIQUITA,2643
2017/04,76,VALLE DEL CAUCA,76233,DAGUA,2628
2017/04,13,BOLÍVAR,13052,ARJONA,2600
2017/04,76,VALLE DEL CAUCA,76400,LA UNIÓN,2556
2017/04,73,TOLIMA,73349,HONDA,2536
2017/04,76,VALLE DEL CAUCA,76318,GUACARÍ,2533
2017/04,63,QUINDÍO,63401,LA TEBAIDA,2479
2017/04,25,CUNDINAMARCA,25875,VILLETA,2416
2017/04,81,ARAUCA,81736,SARAVENA,2413
2017/04,25,CUNDINAMARCA,25386,LA MESA,2398
2017/04,5,ANTIOQUIA,5756,SONSON,2358
2017/04,23,CÓRDOBA,23807,TIERRALTA,2325
2017/04,20,CESAR,20060,BOSCONIA,2310
2017/04,73,TOLIMA,73411,LÍBANO,2288
2017/04,41,HUILA,41132,CAMPOALEGRE,2278
2017/04,25,CUNDINAMARCA,25785,TABIO,2230
2017/04,5,ANTIOQUIA,5237,DONMATÍAS,2202
2017/04,50,META,50226,CUMARAL,2202
2017/04,17,CALDAS,17614,RIOSUCIO,2201
2017/04,85,CASANARE,85440,VILLANUEVA,2200
2017/04,23,CÓRDOBA,23182,CHINÚ,2197
2017/04,85,CASANARE,85010,AGUAZUL,2186
2017/04,68,SANTANDER,68077,BARBOSA,2141
2017/04,99,VICHADA,99001,PUERTO CARREÑO,2088
2017/04,27,CHOCÓ,27361,ISTMINA,2079
2017/04,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,2046
2017/04,5,ANTIOQUIA,5101,CIUDAD BOLÍVAR,2044
2017/04,44,LA GUAJIRA,44279,FONSECA,2034
2017/04,5,ANTIOQUIA,5400,LA UNIÓN,2025
2017/04,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,1863
2017/04,50,META,50573,PUERTO LÓPEZ,1837
2017/04,5,ANTIOQUIA,5679,SANTA BÁRBARA,1814
2017/04,76,VALLE DEL CAUCA,76036,ANDALUCÍA,1794
2017/04,85,CASANARE,85250,PAZ DE ARIPORO,1785
2017/04,5,ANTIOQUIA,5604,REMEDIOS,1776
2017/04,70,SUCRE,70820,SANTIAGO DE TOLÚ,1768
2017/04,41,HUILA,41396,LA PLATA,1767
2017/04,5,ANTIOQUIA,5031,AMALFI,1762
2017/04,25,CUNDINAMARCA,25799,TENJO,1728
2017/04,85,CASANARE,85162,MONTERREY,1721
2017/04,63,QUINDÍO,63272,FILANDIA,1703
2017/04,23,CÓRDOBA,23189,CIÉNAGA DE ORO,1702
2017/04,73,TOLIMA,73319,GUAMO,1676
2017/04,50,META,50689,SAN MARTÍN,1669
2017/04,5,ANTIOQUIA,5282,FREDONIA,1637
2017/04,68,SANTANDER,68432,MÁLAGA,1637
2017/04,68,SANTANDER,68575,PUERTO WILCHES,1636
2017/04,13,BOLÍVAR,13657,SAN JUAN NEPOMUCENO,1631
2017/04,8,ATLÁNTICO,8685,SANTO TOMÁS,1616
2017/04,63,QUINDÍO,63690,SALENTO,1609
2017/04,47,MAGDALENA,47555,PLATO,1598
2017/04,5,ANTIOQUIA,5847,URRAO,1597
2017/04,5,ANTIOQUIA,5591,PUERTO TRIUNFO,1593
2017/04,25,CUNDINAMARCA,25320,GUADUAS,1587
2017/04,20,CESAR,20400,LA JAGUA DE IBIRICO,1573
2017/04,95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,1566
2017/04,68,SANTANDER,68406,LEBRIJA,1550
2017/04,15,BOYACÁ,15407,VILLA DE LEYVA,1536
2017/04,13,BOLÍVAR,13468,SANTA CRUZ DE MOMPOX,1515
2017/04,70,SUCRE,70670,SAMPUÉS,1496
2017/04,5,ANTIOQUIA,5541,PEÑOL,1443
2017/04,73,TOLIMA,73585,PURIFICACIÓN,1416
2017/04,5,ANTIOQUIA,5490,NECOCLÍ,1365
2017/04,52,NARIÑO,52838,TÚQUERRES,1345
2017/04,5,ANTIOQUIA,5670,SAN ROQUE,1312
2017/04,47,MAGDALENA,47245,EL BANCO,1311
2017/04,23,CÓRDOBA,23068,AYAPEL,1301
2017/04,76,VALLE DEL CAUCA,76890,YOTOCO,1278
2017/04,17,CALDAS,17042,ANSERMA,1258
2017/04,44,LA GUAJIRA,44874,VILLANUEVA,1216
2017/04,5,ANTIOQUIA,5790,TARAZÁ,1213
2017/04,25,CUNDINAMARCA,25612,RICAURTE,1212
2017/04,23,CÓRDOBA,23672,SAN ANTERO,1211
2017/04,5,ANTIOQUIA,5190,CISNEROS,1206
2017/04,5,ANTIOQUIA,5656,SAN JERÓNIMO,1185
2017/04,73,TOLIMA,73408,LÉRIDA,1184
2017/04,5,ANTIOQUIA,5364,JARDÍN,1161
2017/04,5,ANTIOQUIA,5861,VENECIA,1160
2017/04,5,ANTIOQUIA,5368,JERICÓ,1148
2017/04,66,RISARALDA,66088,BELÉN DE UMBRÍA,1147
2017/04,68,SANTANDER,68167,CHARALÁ,1123
2017/04,5,ANTIOQUIA,5585,PUERTO NARE,1119
2017/04,20,CESAR,20710,SAN ALBERTO,1112
2017/04,25,CUNDINAMARCA,25183,CHOCONTÁ,1106
2017/04,76,VALLE DEL CAUCA,76041,ANSERMANUEVO,1104
2017/04,86,PUTUMAYO,86320,ORITO,1093
2017/04,85,CASANARE,85139,MANÍ,1081
2017/04,5,ANTIOQUIA,5761,SOPETRÁN,1076
2017/04,5,ANTIOQUIA,5789,TÁMESIS,1070
2017/04,68,SANTANDER,68190,CIMITARRA,1068
2017/04,19,CAUCA,19548,PIENDAMÓ - TUNÍA,1066
2017/04,5,ANTIOQUIA,5895,ZARAGOZA,1064
2017/04,5,ANTIOQUIA,5665,SAN PEDRO DE URABA,1063
2017/04,25,CUNDINAMARCA,25260,EL ROSAL,1059
2017/04,5,ANTIOQUIA,5284,FRONTINO,1055
2017/04,85,CASANARE,85410,TAURAMENA,1040
2017/04,5,ANTIOQUIA,5051,ARBOLETES,1033
2017/04,70,SUCRE,70708,SAN MARCOS,1032
2017/04,8,ATLÁNTICO,8634,SABANAGRANDE,1029
2017/04,15,BOYACÁ,15491,NOBSA,1029
2017/04,5,ANTIOQUIA,5321,GUATAPE,1023
2017/04,25,CUNDINAMARCA,25815,TOCAIMA,1019
2017/04,17,CALDAS,17777,SUPÍA,1004
2017/04,5,ANTIOQUIA,5890,YOLOMBÓ,1002
2017/04,19,CAUCA,19532,PATÍA,1002
2017/04,76,VALLE DEL CAUCA,76403,LA VICTORIA,1000
2017/04,5,ANTIOQUIA,5361,ITUANGO,998
2017/04,70,SUCRE,70221,COVEÑAS,987
2017/04,76,VALLE DEL CAUCA,76020,ALCALÁ,984
2017/04,17,CALDAS,17541,PENSILVANIA,978
2017/04,5,ANTIOQUIA,5264,ENTRERRIOS,970
2017/04,44,LA GUAJIRA,44035,ALBANIA,968
2017/04,68,SANTANDER,68655,SABANA DE TORRES,967
2017/04,5,ANTIOQUIA,5002,ABEJORRAL,962
2017/04,25,CUNDINAMARCA,25743,SILVANIA,955
2017/04,25,CUNDINAMARCA,25402,LA VEGA,953
2017/04,13,BOLÍVAR,13654,SAN JACINTO,951
2017/04,54,NORTE DE SANTANDER,54810,TIBÚ,951
2017/04,17,CALDAS,17877,VITERBO,936
2017/04,25,CUNDINAMARCA,25572,PUERTO SALGAR,930
2017/04,50,META,50606,RESTREPO,930
2017/04,76,VALLE DEL CAUCA,76670,SAN PEDRO,925
2017/04,17,CALDAS,17013,AGUADAS,918
2017/04,25,CUNDINAMARCA,25245,EL COLEGIO,918
2017/04,5,ANTIOQUIA,5858,VEGACHÍ,895
2017/04,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,893
2017/04,68,SANTANDER,68689,SAN VICENTE DE CHUCURÍ,891
2017/04,23,CÓRDOBA,23686,SAN PELAYO,888
2017/04,25,CUNDINAMARCA,25322,GUASCA,882
2017/04,27,CHOCÓ,27006,ACANDÍ,880
2017/04,50,META,50568,PUERTO GAITÁN,874
2017/04,5,ANTIOQUIA,5120,CÁCERES,873
2017/04,20,CESAR,20621,LA PAZ,872
2017/04,5,ANTIOQUIA,5649,SAN CARLOS,870
2017/04,47,MAGDALENA,47551,PIVIJAY,869
2017/04,5,ANTIOQUIA,5667,SAN RAFAEL,864
2017/04,5,ANTIOQUIA,5893,YONDÓ,862
2017/04,52,NARIÑO,52378,LA CRUZ,858
2017/04,5,ANTIOQUIA,5209,CONCORDIA,857
2017/04,41,HUILA,41306,GIGANTE,856
2017/04,13,BOLÍVAR,13670,SAN PABLO,852
2017/04,73,TOLIMA,73861,VENADILLO,848
2017/04,5,ANTIOQUIA,5234,DABEIBA,845
2017/04,5,ANTIOQUIA,5480,MUTATÁ,834
2017/04,5,ANTIOQUIA,5390,LA PINTADA,821
2017/04,81,ARAUCA,81794,TAME,815
2017/04,50,META,50110,BARRANCA DE UPÍA,811
2017/04,23,CÓRDOBA,23670,SAN ANDRÉS DE SOTAVENTO,793
2017/04,25,CUNDINAMARCA,25658,SAN FRANCISCO,793
2017/04,5,ANTIOQUIA,5642,SALGAR,792
2017/04,25,CUNDINAMARCA,25200,COGUA,791
2017/04,76,VALLE DEL CAUCA,76828,TRUJILLO,783
2017/04,25,CUNDINAMARCA,25769,SUBACHOQUE,776
2017/04,44,LA GUAJIRA,44847,URIBIA,765
2017/04,25,CUNDINAMARCA,25513,PACHO,760
2017/04,5,ANTIOQUIA,5674,SAN VICENTE FERRER,759
2017/04,17,CALDAS,17513,PÁCORA,753
2017/04,5,ANTIOQUIA,5660,SAN LUIS,752
2017/04,8,ATLÁNTICO,8520,PALMAR DE VARELA,748
2017/04,76,VALLE DEL CAUCA,76823,TORO,745
2017/04,86,PUTUMAYO,86749,SIBUNDOY,744
2017/04,44,LA GUAJIRA,44078,BARRANCAS,738
2017/04,15,BOYACÁ,15299,GARAGOA,734
2017/04,23,CÓRDOBA,23855,VALENCIA,730
2017/04,73,TOLIMA,73283,FRESNO,728
2017/04,5,ANTIOQUIA,5040,ANORÍ,723
2017/04,41,HUILA,41524,PALERMO,720
2017/04,25,CUNDINAMARCA,25001,AGUA DE DIOS,703
2017/04,76,VALLE DEL CAUCA,76126,CALIMA,702
2017/04,5,ANTIOQUIA,5310,GÓMEZ PLATA,701
2017/04,47,MAGDALENA,47675,SALAMINA,700
2017/04,50,META,50350,LA MACARENA,692
2017/04,17,CALDAS,17524,PALESTINA,691
2017/04,81,ARAUCA,81065,ARAUQUITA,690
2017/04,73,TOLIMA,73055,ARMERO,684
2017/04,85,CASANARE,85263,PORE,682
2017/04,15,BOYACÁ,15469,MONIQUIRÁ,678
2017/04,25,CUNDINAMARCA,25151,CAQUEZA,675
2017/04,17,CALDAS,17433,MANZANARES,674
2017/04,73,TOLIMA,73483,NATAGAIMA,670
2017/04,70,SUCRE,70742,SAN LUIS DE SINCÉ,665
2017/04,5,ANTIOQUIA,5093,BETULIA,664
2017/04,66,RISARALDA,66687,SANTUARIO,661
2017/04,23,CÓRDOBA,23570,PUEBLO NUEVO,659
2017/04,5,ANTIOQUIA,5138,CAÑASGORDAS,651
2017/04,17,CALDAS,17653,SALAMINA,648
2017/04,15,BOYACÁ,15455,MIRAFLORES,637
2017/04,5,ANTIOQUIA,5197,COCORNÁ,629
2017/04,73,TOLIMA,73148,CARMEN DE APICALÁ,626
2017/04,17,CALDAS,17486,NEIRA,620
2017/04,66,RISARALDA,66440,MARSELLA,617
2017/04,27,CHOCÓ,27800,UNGUÍA,605
2017/04,76,VALLE DEL CAUCA,76306,GINEBRA,597
2017/04,76,VALLE DEL CAUCA,76497,OBANDO,594
2017/04,25,CUNDINAMARCA,25745,SIMIJACA,587
2017/04,5,ANTIOQUIA,5495,NECHÍ,584
2017/04,54,NORTE DE SANTANDER,54172,CHINÁCOTA,575
2017/04,18,CAQUETA,18753,SAN VICENTE DEL CAGUÁN,571
2017/04,50,META,50150,CASTILLA LA NUEVA,570
2017/04,73,TOLIMA,73555,PLANADAS,569
2017/04,52,NARIÑO,52399,LA UNIÓN,566
2017/04,5,ANTIOQUIA,5240,EBÉJICO,556
2017/04,73,TOLIMA,73217,COYAIMA,556
2017/04,52,NARIÑO,52683,SANDONÁ,547
2017/04,70,SUCRE,70713,SAN ONOFRE,545
2017/04,13,BOLÍVAR,13683,SANTA ROSA,539
2017/04,15,BOYACÁ,15753,SOATÁ,538
2017/04,5,ANTIOQUIA,5425,MACEO,532
2017/04,8,ATLÁNTICO,8606,REPELÓN,522
2017/04,47,MAGDALENA,47660,SABANAS DE SAN ANGEL,520
2017/04,70,SUCRE,70473,MORROA,519
2017/04,73,TOLIMA,73671,SALDAÑA,519
2017/04,25,CUNDINAMARCA,25736,SESQUILÉ,515
2017/04,47,MAGDALENA,47053,ARACATACA,515
2017/04,47,MAGDALENA,47030,ALGARROBO,513
2017/04,13,BOLÍVAR,13140,CALAMAR,512
2017/04,15,BOYACÁ,15599,RAMIRIQUÍ,512
2017/04,15,BOYACÁ,15646,SAMACÁ,511
2017/04,41,HUILA,41668,SAN AGUSTÍN,510
2017/04,23,CÓRDOBA,23350,LA APARTADA,509
2017/04,25,CUNDINAMARCA,25486,NEMOCÓN,508
2017/04,25,CUNDINAMARCA,25035,ANAPOIMA,507
2017/04,5,ANTIOQUIA,5313,GRANADA,498
2017/04,68,SANTANDER,68861,VÉLEZ,493
2017/04,15,BOYACÁ,15322,GUATEQUE,490
2017/04,44,LA GUAJIRA,44378,HATONUEVO,487
2017/04,5,ANTIOQUIA,5091,BETANIA,485
2017/04,15,BOYACÁ,15806,TIBASOSA,484
2017/04,52,NARIÑO,52678,SAMANIEGO,484
2017/04,50,META,50318,GUAMAL,482
2017/04,5,ANTIOQUIA,5659,SAN JUAN DE URABÁ,473
2017/04,44,LA GUAJIRA,44560,MANAURE,469
2017/04,13,BOLÍVAR,13838,TURBANÁ,466
2017/04,73,TOLIMA,73624,ROVIRA,464
2017/04,13,BOLÍVAR,13673,SANTA CATALINA,449
2017/04,15,BOYACÁ,15047,AQUITANIA,445
2017/04,18,CAQUETA,18592,PUERTO RICO,442
2017/04,13,BOLÍVAR,13442,MARÍA LA BAJA,440
